step,mean_return,policy_loss,value_loss,entropy_loss
2048,-1306.082689874433,-0.0012268134814803489,8686.5494720459,-1.418586828559637
4096,-1282.9805290810764,-0.0010231879117782229,8833.993887329101,-1.4209351558238268
6144,-1248.9119355525822,-0.0051896520155423785,8284.56501159668,-1.4204909659922123
8192,-1205.556522672996,-0.0015667529616621323,7759.584782409668,-1.4088002555072308
10240,-1268.8389120506122,-0.0025377706202561966,7914.116375732422,-1.3946379840373992
12288,-1284.87862117514,-0.0016551796768908388,7154.984130859375,-1.3949770703911781
14336,-1220.301410473138,-0.0006931170457392,6820.857705688477,-1.3975178509950639
16384,-1174.5449090868235,-0.0036878200946375726,5244.090802764893,-1.3905643213540315
18432,-1210.6771916296334,-0.002615031674213242,5911.976465606689,-1.389108967408538
20480,-1346.3008743733167,-0.004272049412247725,7035.101962280273,-1.3983043551445007
22528,-1255.5997705347836,-0.0015233898295264226,5896.666926574707,-1.396815299987793
24576,-1238.404667845741,-0.0020440340478671713,5512.50244216919,-1.3862202227115632
26624,-1357.50210673213,-0.0002559244487201795,6466.1486145019535,-1.3842199228703975
