step,mean_return,policy_loss,value_loss,entropy_loss
2048,-1329.5155798992141,-7.723257585894317e-05,9941.479417419434,-1.414684559777379
4096,-1258.3751775808632,-0.003980733324715402,8107.50776977539,-1.4106768302619457
6144,-1136.2089999857358,-0.0006062178166757803,6643.114056396485,-1.4042202316224575
8192,-1197.752658434771,-0.0005529795518668835,7580.526593017578,-1.399255284294486
10240,-1218.386400050856,-0.0021912272190093064,6985.485900878906,-1.4043129317462444
12288,-1231.668022633344,-0.0015193887898931279,6487.651165771485,-1.4099115215241909
14336,-1226.6499066077172,-0.00040093792995321564,6765.10050201416,-1.4179065756499767
16384,-1198.1276920901146,0.00027879558692802677,5369.629306030273,-1.4248158443719148
18432,-1248.1538249079138,-0.0008009327561012469,6361.989413452148,-1.4244042437523603
20480,-1327.541719513014,-0.002046810944011668,6894.585844421386,-1.430804929509759
22528,-1246.4137760410172,-0.00036667371532530526,5654.891547393799,-1.4446677770465612
24576,-1195.3030145442112,-0.001358037289173808,4974.074559020996,-1.4483191009610892
26624,-1161.2208623670042,-0.0006669989830697887,4408.823773956299,-1.4419758807867766
