step,mean_return,policy_loss,value_loss,entropy_loss,vae_loss
2048,-1301.326476169005,-0.0009486363305768464,9056.454438781739,-1.4188739214092494,54.77082443237305
4096,-1189.076549590379,-0.004511129588354379,8053.737603759766,-1.4119330316781997,25.475318908691406
6144,-1034.0297483635484,-0.0028448517114156857,6198.362981414795,-1.4030354257673026,14.648504257202148
8192,-1387.1687822651118,-0.0015759607384097762,9658.634135437012,-1.4009008955210447,11.568511009216309
10240,-1353.1251148551703,-0.002156105247559026,8663.230403137208,-1.4017665803432464,5.108208179473877
12288,-1045.2594309651292,-0.0011170052806846798,5383.4443412780765,-1.4089034423232079,4.976498126983643
14336,-1236.3586168101058,-0.0026389244085294195,7068.004559326172,-1.4129058510065078,3.6478071212768555
16384,-1356.5986347660423,-0.0021021301130531357,7579.542640686035,-1.4104259096086025,4.980730056762695
18432,-1282.7706538355792,-0.0020035213718074376,6680.213870239258,-1.3977118253707885,3.6496706008911133
20480,-1435.2723095178603,-0.003946395213279175,8323.271704101562,-1.3791848380118608,2.348583459854126
22528,-1274.345589565346,-0.0017656254130997695,6064.919482421875,-1.3707527719438075,1.8751872777938843
24576,-1231.2457962593064,-0.003416322784323711,5340.803405761719,-1.374520931392908,2.6801719665527344
26624,-1327.1340369857849,-0.0029080496009555646,6085.568238067627,-1.3701833914965391,2.950479507446289
28672,-1104.929381323885,-0.005055819035624154,3862.7599769592284,-1.367040765658021,2.144118309020996
30720,-1155.377630585339,-0.001382317995012272,3934.549201965332,-1.373365778848529,2.129987955093384
32768,-1301.2371768695302,-0.001266353802930098,4663.060835266113,-1.375720727816224,2.762360095977783
34816,-1228.7944411393255,-0.001712161053728778,4201.796955871582,-1.3754587147384882,1.4924018383026123
36864,-1255.7585535211488,-0.0023679419493419116,4186.958052825928,-1.3768700037151576,1.343498945236206
38912,-1436.5059490591289,-0.0019102099075098522,5272.750156402588,-1.3773825079202653,1.0565876960754395
40960,-1290.2242172256113,-0.002033964377187658,4053.317929840088,-1.3782089732587337,1.0811505317687988
