step,mean_return,policy_loss,value_loss,entropy_loss,vae_loss
2048,-1205.7783826313912,-0.0008517778551322408,8508.61400604248,-1.4252399668097495,55.178348541259766
4096,-1415.028326803446,-0.001961916404252406,9866.212147521972,-1.429513794928789,23.17192268371582
6144,-1494.577595037222,-0.0024034947200561874,11454.70509033203,-1.4254343051463365,17.107454299926758
8192,-1081.600284713332,-0.003315487266809214,5917.74641418457,-1.428697642311454,12.88369369506836
10240,-1293.9134939510375,-0.002843083147308789,8313.237115478516,-1.4349170058965683,7.128171920776367
12288,-1277.8230999343098,-0.0017122033896157518,7459.844166564942,-1.4310885053128004,10.893664360046387
14336,-1393.669136941433,-0.001828920676780399,8475.900001525879,-1.4237418867647649,5.191547393798828
16384,-1324.8385435298085,-0.002907802774279844,7726.698063659668,-1.4180203549563886,7.057135581970215
18432,-1282.6183090948034,-0.0020781529980013146,7042.857054138183,-1.415934283286333,3.4897942543029785
20480,-1444.195231179893,-0.003982879082468571,7954.970166015625,-1.42062757499516,2.810119867324829
22528,-1248.3425639327615,-0.0019401396071771159,5959.773941040039,-1.4393041886389255,3.636014461517334
24576,-1252.7386154573876,-0.004229355046118144,5512.934674072266,-1.4518953822553158,3.4215869903564453
26624,-1241.0262138003484,-0.002058351469167974,5319.225260925293,-1.451624568924308,4.963141918182373
28672,-1257.7645156115293,-0.00455422018567333,5249.683925628662,-1.4432176928967237,3.0357253551483154
30720,-1229.8057006832212,-0.004382713114318903,4586.647624969482,-1.4500156659632921,3.9296376705169678
32768,-1123.752577875473,-0.003152246538957115,3606.895639038086,-1.4662756528705359,3.036195755004883
34816,-1284.9386884339153,-0.002485587816045154,4356.533956909179,-1.4705731507390738,2.672412157058716
36864,-1299.2890052959324,-0.002486553021299187,4410.821412658692,-1.479659704118967,1.9234699010849
38912,-1123.7545804357155,-0.002200855320552364,2938.363665771484,-1.4891571257263423,3.1635308265686035
40960,-1237.773240287602,-0.00408912147540832,3745.1628852844237,-1.480684009194374,4.481159210205078
43008,-1262.9814030149835,-0.0013696208465262317,3629.0387649536133,-1.4753331586718559,2.869499921798706
45056,-1117.2955212309957,-0.00289738579740515,2540.5678623199465,-1.4738388914614915,2.127845287322998
47104,-1161.3411673728376,-0.0025349836694658736,2701.9419651031494,-1.4672489248216152,1.4249228239059448
49152,-1164.3658230632543,-0.003836338371911552,2606.9813735961916,-1.4603566572070121,1.3299636840820312
51200,-1239.256666880101,-0.004238878889009356,2508.6427463531495,-1.4665899887681006,1.5531185865402222
