step,mean_return,policy_loss,value_loss,entropy_loss
2048,-1278.247091513779,-0.0034267724229721354,8570.5234375,-1.4152410972863436
4096,-1201.0416275138036,-0.0010434916606754997,8061.428218078613,-1.4151873938739299
6144,-1140.36074091685,-0.0018652590668352786,7634.670970153808,-1.4214761938899756
8192,-1398.4249325836195,-0.0011537871512700803,9807.982360839844,-1.4264357447624207
10240,-1423.0321322705597,-0.0012083384346624371,9950.433442687989,-1.422245592623949
12288,-1096.95765854707,-0.0017529191274661571,5742.386095428466,-1.4200381271541118
14336,-1078.6852627940475,-0.001374519005184993,5514.784280395508,-1.4205420903861523
16384,-1264.0156318746508,-0.0008350844029337168,6980.49255065918,-1.411592224240303
18432,-1138.152468161378,-0.001922020180063555,5248.78025970459,-1.414693607389927
20480,-1310.0119314905255,-0.004782850129413418,7297.502438354492,-1.4158110950142144
22528,-1179.2445243418915,-0.0013646475752466358,5261.8160400390625,-1.4083209920674562
24576,-1267.5739394310863,-0.0033774888652260415,5640.219857788086,-1.421166479587555
26624,-1343.9669624380767,-0.0028518547042040154,6418.475302124023,-1.4219970423728228
28672,-1135.3342880934476,-0.0016022694151615724,3973.7494361877443,-1.4135034680366516
30720,-1192.1286760704593,-0.0032241240725852547,4315.563252258301,-1.409369131922722
32768,-1185.2080343695357,-0.0006301353896560613,3921.1113563537597,-1.402621866390109
34816,-1197.6906686431728,-0.0015444874967215582,3963.661378479004,-1.3885970838367938
36864,-1156.8697754787281,-0.002631010935874656,3308.4703674316406,-1.386339572817087
38912,-1241.7549209073186,-0.002409774283296429,4022.7988250732424,-1.3919242884963752
40960,-1213.8183948388091,-0.0037417046536575072,3423.6526016235352,-1.3935289144515992
