step,mean_return,policy_loss,value_loss,entropy_loss,vae_loss
2048,-1296.4072744920152,-0.002371500342269428,9341.75594482422,-1.4162259224802256,52.259132385253906
4096,-1313.2102614343166,-0.0008870616045896895,9188.890826416016,-1.4105913575738669,22.357040405273438
6144,-1240.3786371983588,-0.0024253771145595236,7634.149819946289,-1.4031384378671645,12.817577362060547
8192,-1237.5875535238533,-0.0037954201994580216,7615.506674194336,-1.4074559718370439,8.503119468688965
10240,-1402.2413141272962,-0.0016002063319319859,9485.608799743652,-1.410326298326254,5.442692756652832
12288,-1262.8486758228391,-0.001282680754957255,7537.736915588379,-1.4060982000082731,6.756941795349121
14336,-1357.9402400871738,-0.0021712338806537447,8619.467709350585,-1.4085738375782966,3.9016826152801514
16384,-1358.827809530217,-0.003625496094173286,6924.652238464356,-1.4179474618285894,2.835859775543213
18432,-1228.8108061133885,-0.0033827663093688896,6290.090354919434,-1.4182233765721322,2.6158194541931152
20480,-1272.9118359446525,-0.0022845445739221757,6445.114044189453,-1.4180418517440558,4.251344203948975
22528,-1197.3901578482241,-0.006341293964214856,5413.955731201172,-1.4397964362055062,2.9620039463043213
24576,-1408.3508470773697,-0.0008783058103290387,7325.827355957032,-1.4599595062434674,3.886300563812256
26624,-1043.5252882467,-0.0005967972585494863,3572.876152801514,-1.465860329195857,2.8300986289978027
