step,mean_return,policy_loss,value_loss,entropy_loss,vae_loss
2048,-1317.5002867430449,-0.0030671119264297888,9573.646691894532,-1.4272415779531002,44.98438262939453
4096,-1196.8718131328,-0.001012854174769018,7054.798840332031,-1.4281324610114097,19.797950744628906
6144,-1301.0537146429997,-0.004540139739401638,8990.980378723145,-1.4199365761131049,9.156585693359375
8192,-1170.4404771497473,-0.002630899292853428,7023.521000671387,-1.4133295454084873,9.296483039855957
10240,-1316.808544518426,-0.0016690092510543765,8250.63844909668,-1.4157185785472393,6.010336399078369
12288,-1110.089985967979,-0.0011020668258424847,6346.669677734375,-1.424245997145772,2.6309165954589844
14336,-1144.4493736391887,-0.00350978514761664,6374.302421569824,-1.4320214867591858,6.357791900634766
16384,-1135.5856354209595,-0.0015211790174362249,5528.02583770752,-1.4368279725313187,4.889216423034668
18432,-1345.2695849329234,-0.0022324877747450953,7302.390942382813,-1.4302113201469182,2.4444336891174316
20480,-1437.4414321392774,-0.0029022360322414897,7886.077406311035,-1.4196840193122626,5.477556228637695
22528,-1311.3391009502113,-0.0022934738983167334,6969.96439819336,-1.4178891979157924,2.6133456230163574
24576,-1264.5897077346222,-0.0021222032606601714,6200.7188346862795,-1.406276823207736,3.622612237930298
26624,-1349.286637300253,-0.001819023313873913,6084.614303588867,-1.397232460975647,1.7778953313827515
28672,-1252.4323463387786,-0.0017883438129501883,4802.06598739624,-1.3943444009870292,1.9441962242126465
30720,-1241.0407496422529,-0.0019379274715902283,4641.323119354248,-1.391292415931821,2.1674253940582275
32768,-1167.525329203531,-0.0003756492558750324,3755.4029205322267,-1.3904174778610467,1.6450544595718384
34816,-1284.8910225756467,-0.000880038010654971,4273.95724029541,-1.3927804440259934,1.1066875457763672
36864,-1205.5124908066355,-0.0022748933726688845,3989.36724319458,-1.3946686949580909,2.6214916706085205
38912,-1445.7931520294399,-0.0017929985362570733,5157.060163879394,-1.3909278824925422,1.5614497661590576
40960,-1301.965175416693,-0.0027467753061500844,4030.2325073242187,-1.3877952136099339,1.1999058723449707
43008,-1272.4135472424095,-0.0005650963095831685,3721.156308746338,-1.3872597012668848,3.049440622329712
45056,-1133.380441392213,-0.005310834794363473,2470.623513031006,-1.3981138098984958,2.638728141784668
47104,-1152.6800720855595,-0.003706509364565136,2065.7078842163087,-1.4126440912485123,1.9921742677688599
49152,-1142.866605710052,-0.003130563601735048,2477.08518447876,-1.4241355396807194,1.4641923904418945
51200,-1248.00003246665,-0.0020187594469462055,2414.3792125701902,-1.4333408061414956,2.0097336769104004
53248,-1168.3544239997864,-0.0031807541105081326,1805.2984138488769,-1.434724648296833,1.4933359622955322
55296,-1173.1277426414192,-0.003545369117637165,1839.604832458496,-1.4484267201274634,1.616726040840149
57344,-1174.7705257989467,-0.002249446477799211,1460.9976133346559,-1.459941403195262,2.1902964115142822
59392,-1354.8325617820024,-0.0025315707120171283,2368.5871994018553,-1.4563055735081434,1.4821101427078247
61440,-1225.13973063773,-0.002498488912533503,1724.8931106567384,-1.442886532470584,1.523080825805664
63488,-1210.2147126972675,-0.000546009122626856,1387.2070508956908,-1.4353271927684546,0.8316949605941772
65536,-1128.6546259326394,-0.0006428516302548814,1220.3482330322265,-1.424877617880702,1.122196078300476
67584,-1084.7782452464103,0.0001466679786972236,1052.769401550293,-1.417727043479681,0.8936243057250977
69632,-1142.438275387883,-0.003953876948799007,883.6239679336547,-1.4130331199616193,0.6453731656074524
71680,-1248.6949461638928,-0.007036252617399441,1188.7420652389526,-1.416447875276208,2.201908826828003
73728,-1221.545792837441,-0.0021432691282825544,1282.8745908737183,-1.4339080389589072,3.228315830230713
75776,-1288.0248593620956,-0.003450717101804912,926.3252037048339,-1.438335084915161,2.0813324451446533
77824,-1074.4539550319314,-0.0006413460912881419,599.0768847465515,-1.4263542994856835,0.9289251565933228
79872,-1117.9000758694485,-0.0027277195651549844,603.3725667953491,-1.4195419792085886,1.7094416618347168
81920,-1140.3764283674768,-0.0015561680163955316,777.8447815895081,-1.4257998015731572,0.6477743983268738
83968,-1124.9910460099577,-0.0028076489630620926,622.1723156929016,-1.44000662304461,1.0423932075500488
86016,-1083.6934951964765,-0.002969014550035354,810.8364653587341,-1.4443224791437388,0.8466964960098267
88064,-1079.1592217980651,-0.003854671501176199,487.52137031555174,-1.4313101176172496,0.8419138789176941
90112,-989.3472107509384,-0.0030235196340072435,515.5237498283386,-1.426959577202797,2.2517714500427246
92160,-1149.6595824340707,-0.0029649017509655097,865.4987283706665,-1.4307427011430263,0.6793622374534607
94208,-1118.243497262057,-0.00177164169435855,871.2236918449402,-1.4398179568350316,1.096554160118103
96256,-1083.1782212644816,-0.002836708001268562,631.3803337097168,-1.44832765981555,0.7404627799987793
98304,-1081.5298715066165,-0.0014409402694582241,785.7105442047119,-1.4554054640233516,0.8767461180686951
100352,-1142.439265162684,-0.0019965622028394136,730.0518829345704,-1.4619098331779241,1.1598840951919556
