step,mean_return,policy_loss,value_loss,entropy_loss
2048,-1333.7759817153214,-0.0019182932694093325,10352.619749450683,-1.4242107830941677
4096,-1319.3952488698064,-0.0017931833754118998,8898.210945129395,-1.4279751654714345
6144,-1307.252327570785,-3.992089041275904e-05,9033.181340026855,-1.4320732478052378
8192,-1420.4519131422044,-0.0003741263557458296,9914.668730163574,-1.4399075277149678
10240,-1279.8892261652277,-0.0008843878589686937,8485.229641723632,-1.447434563562274
12288,-1133.563234497793,-0.001021871014381759,6271.446870422364,-1.4526833098381757
14336,-1162.5821777640842,-0.002637244531069882,6075.522908782959,-1.452919340878725
16384,-1159.499940713332,-0.0027881620844709687,5481.4370018005375,-1.456292164325714
18432,-1271.703919498995,-0.003180481569143012,6299.604731750488,-1.4606614384800196
20480,-1407.4177040524314,-0.0007491405793189187,7815.0750381469725,-1.4639674182981253
22528,-1094.820380026009,-0.0009333955298643559,4365.026876068116,-1.4718270137906075
24576,-1250.072835333366,-0.0007485725320293569,5666.570742797851,-1.469145055115223
26624,-1211.0562628403306,-0.0010227745835436508,4820.334133148193,-1.4572687849402428
