step,mean_return,policy_loss,value_loss,entropy_loss,cpc_loss,infonce_loss,supcon_loss,aux_dyn_loss
2048,-1370.3099703887478,-0.0005508230591658503,9670.688218688965,-1.4181010946631432,20.84283447265625,4.186293125152588,4.051374435424805,12.6051664352417
4096,-1215.0272155240177,-0.0030037169162824284,8267.347090148925,-1.4244822204113006,15.566563606262207,4.124053001403809,4.032142639160156,7.410367965698242
6144,-1483.7519896388053,-0.00038552238111151383,11693.098999023438,-1.4313480656594038,14.497859954833984,4.16180419921875,3.9984848499298096,6.337571620941162
8192,-1437.0475365483203,-0.001465285885205958,10132.354138183593,-1.4240312840789557,10.805513381958008,4.13758659362793,4.030202865600586,2.637723922729492
10240,-1398.1567080564796,-0.00024565913045080376,9887.295823669434,-1.4185121081769467,10.215971946716309,4.003866672515869,4.044609069824219,2.167496919631958
12288,-1293.2609088011086,-0.0010722018210799432,8078.807878112793,-1.4275926813483237,9.880123138427734,3.775054693222046,3.9854748249053955,2.119593381881714
14336,-1421.9713956348598,-0.0013515927421394736,8747.157594299317,-1.429294840991497,9.025358200073242,3.7633960247039795,3.9884538650512695,1.2735077142715454
16384,-1175.0086547302083,-0.0008089368995570112,6203.559776306152,-1.4326219148933887,8.90361499786377,3.4441401958465576,4.039721488952637,1.4197531938552856
18432,-1243.2440940916538,-0.00038892427837708963,6400.595643615723,-1.4426610436290503,8.285841941833496,3.421013116836548,4.0646514892578125,0.8001778721809387
20480,-1325.1066995639353,-0.0032654480870405677,7080.375010681152,-1.4587657637894154,8.304430961608887,3.475740432739258,4.002025127410889,0.8266651630401611
22528,-1349.7084782317281,-0.001444499770877883,7133.624649047852,-1.4613032381981612,8.07299518585205,3.5734426975250244,4.0317230224609375,0.46782931685447693
24576,-1010.8385290315375,-0.0019088231812929735,3696.5037979125977,-1.4481916423887014,8.078117370605469,3.2348506450653076,4.077141284942627,0.7661257386207581
26624,-1256.1933277517558,-0.003875449787301477,5255.081175231933,-1.4342923656105995,7.559850215911865,3.273646116256714,3.952449321746826,0.3337548077106476
28672,-1144.051985669136,-0.0033652273443294687,3997.337391662598,-1.4160417657345534,7.859681129455566,3.0944550037384033,4.108263969421387,0.6569621562957764
30720,-1298.4881594516569,-0.0021967838954878973,5273.110210418701,-1.4123045299202204,8.19101619720459,3.499471664428711,3.940601348876953,0.7509433627128601
32768,-1116.535912756808,-0.0017004203822580167,4088.583200073242,-1.4349285561591387,7.529178619384766,3.2150580883026123,3.8857502937316895,0.4283703565597534
34816,-1303.9261791199447,-0.00118581401911797,4651.735551452637,-1.4529039189219475,8.060019493103027,3.4980809688568115,3.9666900634765625,0.5952479243278503
36864,-1447.565376496315,-0.004671474111091811,5748.143795776367,-1.4499606609344482,8.023791313171387,3.7319345474243164,3.976768732070923,0.3150886595249176
38912,-1173.4427326042205,-0.0004317670434829779,3572.954214859009,-1.4472938168793916,7.919572353363037,3.4676711559295654,3.94038987159729,0.5115112066268921
40960,-1229.9197844658047,-0.0021099223697092382,3746.7469215393066,-1.4514398626983165,7.570834159851074,3.311466932296753,3.8645215034484863,0.3948459327220917
