step,mean_return,policy_loss,value_loss,entropy_loss,vae_loss
2048,-1410.8962070062757,-0.004033230606000871,10957.09015045166,-1.4249154653400182,77.42259216308594
4096,-1219.847968379408,-0.001335015185031807,8188.917176818848,-1.419793764129281,35.29082489013672
6144,-1312.0936789110303,-0.0023908356059109794,8081.539302062988,-1.4109259895980357,13.86404037475586
8192,-1233.6355780305341,-0.0026983003699569963,8042.508560180664,-1.4104619659483433,9.723609924316406
10240,-1246.9095409210772,-0.003225917309464421,7452.468185424805,-1.4077614340931177,6.140106201171875
12288,-1237.8370595086367,-0.0025351793170557357,6840.973756408692,-1.3996473345905542,5.176884651184082
14336,-1322.913619783148,-0.0019369408895727248,7969.3756698608395,-1.4031789936125278,6.195926189422607
16384,-1165.0007263267412,-0.0029074122634483502,5337.217747497559,-1.4062099047005177,5.680936336517334
18432,-1134.438207793422,-0.0021406409519840962,4959.658926391601,-1.39862007945776,3.624498128890991
20480,-1270.9126871704125,-0.003330808147438802,6443.520018005371,-1.3916106685996055,4.302908420562744
22528,-1377.8392849162221,-0.0010990368871716782,6886.563331604004,-1.3902853455394506,3.4137089252471924
24576,-1210.4195144601167,-0.00102572375908494,5536.587558746338,-1.3922336161136628,3.318516969680786
26624,-1155.8034790126665,-0.0024011573346797376,4488.805790710449,-1.396665172278881,4.054417133331299
28672,-1205.6604649852961,-0.0015051147682243026,4422.574233245849,-1.4021556366235017,2.533170461654663
30720,-1203.9096080655231,-0.00223176706203958,4365.447133636475,-1.3994719810783862,4.8343939781188965
32768,-1314.8218925960828,-0.0037858638548641465,5253.162362670899,-1.3920101061463357,2.8728296756744385
34816,-1144.3572642240674,-0.003904979390790686,3358.6890884399413,-1.4072305258363484,2.637812852859497
36864,-1218.280857114005,-0.004328383337997366,3943.383726501465,-1.4308573238551616,4.180148124694824
38912,-1093.6203368155286,-0.0050945268390933055,3190.2801765441895,-1.4532698813825846,2.1406102180480957
40960,-1135.3560338482262,-0.0027098214050056413,2715.857685852051,-1.4570722837001084,1.087105631828308
43008,-1290.684107375145,-0.0016513318216311746,3507.152854156494,-1.448353473842144,1.825283408164978
45056,-1126.2599543824792,-0.0008632599077827763,2239.0234352111815,-1.45649932064116,1.7166507244110107
47104,-1272.223270696774,-0.0012033457547659054,3138.4302467346192,-1.4546423256397247,2.1880722045898438
49152,-1389.966508990526,-0.003843838898319518,3648.2643463134764,-1.4462587751448155,1.1589486598968506
51200,-1239.3594212520868,-0.0027636389699182474,2629.191177368164,-1.4561708744615316,1.4299689531326294
53248,-1268.910745549202,-0.0021577506224275565,2703.2833141326905,-1.4640639685094357,1.2334164381027222
55296,-1155.377363389358,-0.0007439491018885747,1900.4221035003661,-1.4618020445108413,0.8670555353164673
57344,-1114.1888479745946,-0.0020658858164097184,1746.3068832397462,-1.4526819691061974,1.251137137413025
59392,-1209.3774381335825,-0.004140257174731233,1345.2757423400878,-1.4414616845548154,1.7710168361663818
61440,-1172.0529444798826,-0.001995900077599799,1672.2478242874145,-1.43212862983346,1.7062162160873413
63488,-1143.1462510894985,-0.0029557466375990772,1159.4807693481446,-1.431420936435461,3.160541296005249
65536,-1255.8107562734745,-0.001927997957682237,1590.0699619293214,-1.4335156884044409,1.0385303497314453
67584,-1076.5337887545115,-0.0014174807001836598,1140.4487455368042,-1.4138352997601031,2.4534554481506348
69632,-1111.7546487607062,-0.0014438680955208838,1251.8594142913819,-1.3946136441081762,1.2149651050567627
71680,-1154.647392821312,-0.0040861111410777085,940.7785758972168,-1.3895532555878163,1.4530675411224365
73728,-1100.5916286839172,0.0016525380971870618,941.9975881576538,-1.3812787979841232,1.6308133602142334
75776,-1162.1450489223002,0.0016199034078454133,1019.4263418197631,-1.3896865542978047,0.8538992404937744
77824,-1126.4121880367397,0.0065133775962749494,960.865571975708,-1.3882813785225152,1.0555766820907593
79872,-1303.7079225704074,-0.0011669849205645732,1044.2981470108032,-1.3827127587050199,1.2086178064346313
81920,-1188.2983417009236,-0.0021388103283243253,831.8932343482971,-1.380077374354005,1.7946879863739014
83968,-1162.3201698683201,-0.001489922049222514,802.6739462852478,-1.378538478165865,0.9735720157623291
86016,-1170.6870126746594,-0.004102195368614048,945.812607383728,-1.377861136943102,0.5954299569129944
88064,-1237.0501888826489,-0.0033132713891973254,751.5966698646546,-1.3791875943541527,1.014480710029602
90112,-1164.266202506423,-0.0060355351801263165,642.0168573379517,-1.379904567450285,0.8377525210380554
92160,-1172.080145548284,-0.0031183903862256556,1118.0380867004394,-1.3787285197526216,2.6878819465637207
94208,-1090.3948977410794,-0.0008377545775147155,643.8402982711792,-1.3786868948489428,0.4640243947505951
96256,-1166.0449420686812,-0.005151527754787821,674.9462518692017,-1.3778667654842138,1.1267279386520386
98304,-1100.6443438712508,-0.001618288793542888,932.3783088684082,-1.37671931758523,0.8587298393249512
100352,-1095.7562621620484,-0.002616154778661439,719.2061059951782,-1.3758774437010288,1.041745901107788
