step,mean_return,policy_loss,value_loss,entropy_loss,vae_loss
2048,-1331.7259180858732,-0.002540389778732788,9628.817987060547,-1.421884461119771,66.53556823730469
4096,-1298.4673347122966,-0.004036170299514197,5279.852541351318,-1.421872441098094,26.345062255859375
6144,-1330.6672086752951,-0.0027874290928593835,8884.304165649413,-1.4131594996899366,12.511449813842773
8192,-1495.1688829660416,-0.0008300650079036132,11190.65139465332,-1.409067689999938,7.721108436584473
10240,-1272.686440504715,-0.000773692327493336,7676.088591003418,-1.4148667421191932,5.319496154785156
12288,-1212.599189640209,-0.0017542634537676348,7021.545176696777,-1.4221616238355637,4.731997013092041
14336,-1173.283499607444,-0.0012236107868375257,6448.7582138061525,-1.4153596051037312,3.7099902629852295
16384,-1246.486023486778,-0.0026451113444636576,6716.12100982666,-1.409705425053835,4.590348720550537
18432,-1418.563178162463,-0.004286489769583568,8409.410549926757,-1.418397770822048,3.2823550701141357
20480,-1392.6340657953638,-0.0009652130058384501,7820.648207092285,-1.4314341951161622,4.481661796569824
22528,-1076.316380521143,-0.0013505657407222316,4749.8433486938475,-1.439195391908288,2.592721939086914
24576,-1293.1802130882163,-0.0021592358905763833,6008.537463378906,-1.4358811888843774,4.478140354156494
26624,-1073.2896548743593,-0.0037608883081702515,4093.6591041564943,-1.452294298261404,1.5485047101974487
28672,-1289.191788203502,-0.003899900369287934,5526.777474212647,-1.465273191407323,2.9478468894958496
30720,-1276.6055629864336,-0.0014595594198908656,4970.072813415527,-1.462838326022029,3.1440882682800293
32768,-1184.9998457850888,-0.003652877054264536,3677.476608276367,-1.4781470596790314,3.5096678733825684
34816,-1095.0906258409843,-0.0019749026323552243,3063.8381950378416,-1.482866171747446,2.9264614582061768
36864,-1118.944145713537,-0.004101567104225978,3139.869672012329,-1.4787089601159096,2.7069971561431885
38912,-1114.538264687732,-0.003949697598000057,3024.3745445251466,-1.4752226952463388,3.641158103942871
40960,-1076.4480428399518,-0.0016896944362088107,2470.800372314453,-1.462782273814082,1.947791337966919
43008,-1439.8849118441344,-0.005045842134859413,4819.6145362854,-1.4504636343568564,2.2427752017974854
45056,-1209.9242335865274,-0.0023028726966003886,3218.908883666992,-1.4568454470485448,1.1612375974655151
47104,-1214.9686797209083,-0.0025776923095691016,2663.2600399017333,-1.4642284639179706,1.5850406885147095
49152,-1223.5067796826363,-0.001863538139150478,2729.985033416748,-1.455157144367695,2.2423479557037354
51200,-1163.987391210813,-0.003143984610505868,2453.656520080566,-1.4550095066428184,1.650188684463501
53248,-1289.248377454281,-0.004153685375058558,2646.754327011108,-1.4620044842362403,2.241236925125122
55296,-1147.6947519403882,-0.001090333663887577,2249.558786392212,-1.466938915476203,2.0129945278167725
57344,-1296.001010914892,-0.006768047282093903,2306.1771797180177,-1.4729983936995268,1.1077539920806885
59392,-1232.2207424066496,-0.001549644093029201,1883.5118869781495,-1.4700119718909264,2.359306812286377
61440,-1077.6020757330116,-0.0014611938255256972,1325.9097185134888,-1.465943658351898,2.018871545791626
63488,-1121.8950523504056,-0.0022894449342857116,1619.6680332183837,-1.466475749015808,1.9359968900680542
65536,-1064.9523353578988,-0.003413697694486473,1049.5452217102052,-1.4616234332323075,1.7980976104736328
67584,-1098.909216110874,-0.0019171158462995663,1185.6698503494263,-1.4621906023472548,2.2916784286499023
69632,-1169.6200482060667,-0.003663666591455694,932.551979637146,-1.456654180586338,0.8252598643302917
71680,-1167.1350370287896,-0.0014454852251219563,988.9038383483887,-1.447413906827569,1.094620704650879
73728,-1198.0520906173508,-0.006287070662074257,1209.0471704483032,-1.4493773855268954,1.750469446182251
75776,-1144.5067582420074,-0.002464621093531605,737.1865028381347,-1.4555449485778809,1.0457804203033447
77824,-1070.1475500369793,-0.0016366853153158445,744.1916697502136,-1.4498047206550837,3.9491848945617676
79872,-1084.6180571890436,-0.004708497802494094,841.656979751587,-1.449488579109311,2.0258052349090576
81920,-1109.0016369458287,-0.0032064278711914085,956.5369140625,-1.4535225477069615,2.5984885692596436
83968,-1110.7999223060906,-0.002065078416489996,630.0618673324585,-1.447734124585986,1.9639986753463745
86016,-1081.5213619522751,-0.0015027917732368223,797.0441565513611,-1.442296503856778,6.676003932952881
88064,-1048.2665190335363,-0.0008667740155942738,681.7839836120605,-1.4407950460910797,1.0740352869033813
90112,-1150.6971147975069,-0.002795495056489017,847.7557067871094,-1.4396044582128524,0.8752437829971313
92160,-1156.4476478239521,-0.0012656715189223178,794.6229881286621,-1.4340947862714528,1.2925152778625488
94208,-987.8151538726408,-0.000116391247138381,612.4166873931885,-1.4261956699192524,1.276978611946106
96256,-1081.1837409092464,-0.0032791346158774102,1047.9933597564698,-1.4226703722029925,1.0750839710235596
98304,-1152.596451466158,-0.002719275070558069,689.4243685722352,-1.4250228758901358,3.470785140991211
100352,-1213.907961594127,-0.003974104600638384,885.0172723770141,-1.4217838555574418,1.4825513362884521
