step,mean_return,policy_loss,value_loss,entropy_loss,cpc_loss,infonce_loss,supcon_loss,aux_dyn_loss
2048,-1313.7998903293162,-0.0006229828664800152,9021.83522491455,-1.4165653962641955,6.516474723815918,3.922236204147339,4.017115592956543,2.1925270557403564
4096,-1303.3829840993508,-0.0019116228431812488,9235.669215393067,-1.4115724127739668,5.544913291931152,3.601630449295044,4.3240437507629395,1.510878562927246
6144,-1244.5938909471035,-0.0017480637310654857,8194.756221008302,-1.4043382611125708,4.53837776184082,3.4803779125213623,4.0308685302734375,0.6549128890037537
8192,-1243.4400737809367,-0.0040465185054927135,7826.360856628418,-1.4015084724873303,4.610054016113281,3.3310375213623047,4.2750244140625,0.8515141606330872
10240,-1104.4876654745779,-0.002502875905338442,5832.759680175781,-1.3989434570074082,4.086876392364502,3.217510938644409,4.187819480895996,0.45058342814445496
12288,-1089.1396540286019,-0.0028053209483914544,5374.723468780518,-1.4093640726059675,3.988520383834839,3.1301772594451904,4.247401237487793,0.43360304832458496
14336,-1271.6212731800974,-0.003510365047259256,7895.81798248291,-1.4206785090267657,4.15214729309082,3.3561270236968994,4.14775276184082,0.3812446594238281
16384,-1263.2293880946934,-0.001050078429398127,6331.449932861328,-1.4267871592193841,3.8941876888275146,3.2292325496673584,4.088241100311279,0.2561309039592743
18432,-1176.1034170683474,-0.002642409944019164,5363.629382324219,-1.4284470327198506,4.08518123626709,3.2714016437530518,3.87100887298584,0.4266786277294159
20480,-1245.5905710559339,-0.001590139816107694,6330.5756210327145,-1.4305085849016905,3.8831570148468018,3.1886444091796875,4.0589375495910645,0.28861889243125916
22528,-1182.2727282062174,-0.0033644594484940173,5005.617000579834,-1.4326404124498366,3.6560044288635254,3.0454399585723877,3.968149423599243,0.21374928951263428
24576,-1236.1992091009392,-0.0017143824392405805,5591.133975982666,-1.4296739000827074,3.8662266731262207,3.283726692199707,3.9201574325561523,0.19048424065113068
26624,-1137.9279788058252,-0.0035589211678598077,4335.687077331543,-1.4163921501487493,3.752021312713623,3.1253364086151123,4.019174098968506,0.22476732730865479
28672,-1207.1293113367633,-0.002845772580621997,4552.835049438477,-1.413326172158122,3.908874988555908,3.3490803241729736,4.114871501922607,0.148307666182518
30720,-1163.1950047053397,-0.0020460834362893364,4343.800743865967,-1.4340040147304536,3.726026773452759,3.1977312564849854,3.785637140274048,0.14973187446594238
32768,-1117.2447087027133,-0.0012422737941960803,3391.9570755004884,-1.4469687830656768,3.618682861328125,3.060284376144409,4.031921863555908,0.1552061289548874
34816,-1162.6036668594927,-0.0021301810746081175,3743.0388481140135,-1.4584634501487017,3.778496026992798,3.2275917530059814,4.004142761230469,0.15048997104167938
36864,-1151.8053934939205,-0.001695912255672738,3169.8859260559084,-1.4650689799338579,3.7334909439086914,3.2076990604400635,3.8870997428894043,0.1370818167924881
38912,-1273.3385150127112,-0.0021613476375932804,3763.9113952636717,-1.458541203290224,3.857780933380127,3.3262174129486084,3.9125313758850098,0.1403104066848755
40960,-1144.092618342489,-0.002951037533057388,2538.581895828247,-1.460712068527937,3.7006120681762695,3.192786455154419,4.106352806091309,0.0971904993057251
43008,-1057.1081938163727,-0.004414307545812335,2169.3130264282227,-1.4681239988654853,3.5586509704589844,3.0691919326782227,3.9738285541534424,0.0920763686299324
45056,-1209.77165010944,-0.0024966113560367376,3046.213048171997,-1.4684492040425539,3.6799299716949463,3.1406497955322266,4.009049415588379,0.1383752077817917
47104,-1177.1351590329316,-0.0030715645567397586,2629.6981037139894,-1.476351248845458,3.759737730026245,3.268035650253296,4.066782474517822,0.08502379059791565
49152,-1222.3685355319642,-0.0022810414957348257,2553.0263744354247,-1.481289155036211,3.684182643890381,3.2360575199127197,3.647414445877075,0.08338353782892227
51200,-1058.808399014175,-0.001980869672843255,1605.5067804336547,-1.469674263894558,3.4987690448760986,2.997967481613159,4.102827072143555,0.09051892906427383
53248,-1066.939191684872,-0.002785651430895086,1226.794355392456,-1.4731894660741092,3.5685555934906006,3.0832879543304443,4.165504455566406,0.06871726363897324
55296,-1152.507824084442,-0.0009592899557901546,2171.6424617767334,-1.4902761898934842,3.512401580810547,3.0847904682159424,3.741257667541504,0.05348537489771843
57344,-1150.8831631226465,-0.0028410634127794764,1821.5107563018798,-1.492219952866435,3.6356189250946045,3.1879165172576904,3.8738670349121094,0.06031555309891701
59392,-1211.537500317581,-0.0007009416207438335,2162.4035308837892,-1.4904574774205686,3.832751512527466,3.3799753189086914,3.980726480484009,0.05470345914363861
61440,-1016.6406851934269,-0.001052307132340502,1320.4638402938842,-1.4810179062187672,3.4148316383361816,2.9479198455810547,4.006898403167725,0.06622183322906494
63488,-1163.324992906954,-0.0032013039017328992,1260.8699075698853,-1.483654373511672,3.4443342685699463,3.008758783340454,3.9081876277923584,0.04475654289126396
65536,-1204.202314209938,-0.001325004018144682,1226.017029953003,-1.48539970330894,3.8360800743103027,3.38665509223938,4.033106327056885,0.04611438885331154
67584,-1253.7255181029439,-0.0032491787482285873,1331.6331239700316,-1.4815861601382494,3.720764398574829,3.2597992420196533,4.026384353637695,0.05832676216959953
69632,-1089.425598238036,0.004943139238457661,1363.2961975097655,-1.4619571968913079,3.4137308597564697,3.0053622722625732,3.555481433868408,0.05282043293118477
71680,-1002.8452611774206,0.018726059071195778,677.1065167427063,-1.4594286404550076,3.562668800354004,3.106456995010376,4.037428379058838,0.05246894061565399
73728,-1232.2280477322638,-0.0032983252232952507,1113.8288232803345,-1.4542370028793812,3.6500914096832275,3.20027756690979,3.9277079105377197,0.05704307556152344
75776,-1259.254394074343,-0.0016450182280095759,802.7505024909973,-1.4506199009716512,3.710143804550171,3.2919044494628906,3.718693971633911,0.04637010768055916
77824,-1014.937805024581,-0.004466007572773378,1048.1939380645751,-1.4423509381711483,3.574584484100342,3.147867202758789,3.599884033203125,0.0667288601398468
79872,-1004.8950035381131,-0.0029383134344243443,1043.6098329544068,-1.4383119538426399,3.417609691619873,2.982225179672241,3.963899850845337,0.0389944352209568
81920,-1092.6440190766007,-0.005005120162968524,892.4026376724244,-1.4406742393970489,3.406273365020752,2.99759578704834,3.73323392868042,0.03535417094826698
83968,-896.7759380100294,-0.002869359550822992,717.0974165916443,-1.4432312306016684,3.36928129196167,2.963958978652954,3.520169496536255,0.053305357694625854
86016,-1068.6287051902152,-0.00347980772057781,1035.8478105545043,-1.4454544514417649,3.4274306297302246,3.0479848384857178,3.3263068199157715,0.046815041452646255
88064,-1038.4180351771415,-0.003568347098189406,995.6310464859009,-1.4443305145949126,3.2939093112945557,2.9239895343780518,3.406705141067505,0.02924913913011551
90112,-1064.5889571292325,-0.00389206784820999,1457.0942279815674,-1.4405891582369805,3.4605913162231445,3.0578737258911133,3.586366653442383,0.04408102110028267
92160,-929.9593152425484,-0.004818911844631657,963.989176082611,-1.4415534809231758,3.2928366661071777,2.8901023864746094,3.66251802444458,0.0364825539290905
94208,-924.7645504089771,-0.003269574563455535,763.0776779174805,-1.4394469313323497,3.245842933654785,2.870018243789673,3.493435859680176,0.02648126147687435
96256,-1099.0925362457506,-0.0054900574599741955,1329.6954107284546,-1.430775373056531,3.451810598373413,3.0963494777679443,3.2681636810302734,0.028644783422350883
98304,-904.5670952020213,-0.0032902352824748958,1036.2469820022584,-1.4298438556492328,3.3189773559570312,2.916531801223755,3.7292227745056152,0.02952333725988865
100352,-829.1644952291332,-0.00800290648912778,845.1365993499755,-1.4210416179150342,3.2599666118621826,2.8898041248321533,3.3984389305114746,0.030318474397063255
