step,mean_return,policy_loss,value_loss,entropy_loss
2048,-1476.9374895095825,0.0007278326535015367,9431.284683227539,-1.4216886330395937
4096,-1337.5128693029285,-1.6931149002630263e-05,7679.532847595215,-1.4580485422164202
6144,-1091.768714418041,-0.0012134424585383385,4704.374069976807,-1.5068932298570872
8192,-1281.2687064478173,-0.0015831896300369408,6745.509878540039,-1.5240627635270356
10240,-1274.296220799908,-0.0023415598217980003,5354.5567077636715,-1.56389102563262
12288,-1314.9074304822832,-0.0020920084294630214,4917.038990783692,-1.6170037467032672
14336,-1288.6883400093764,0.0010802662611240522,4286.667942810059,-1.6659092213958502
16384,-1242.4877569532023,-0.0006391972274286672,3542.4458934783934,-1.7084121324121953
18432,-1046.7865208357573,0.003089492942672223,1657.730440711975,-1.7294146403670312
20480,-1315.1254528775812,0.0009626177692553028,2801.7698707580566,-1.7256030023097992
22528,-1291.7062148017808,-0.0009095976158278063,2871.4761936187742,-1.7685805086046458
24576,-1235.5614196643232,-0.0011643508943961934,1890.256046295166,-1.781464020907879
26624,-1293.182750377059,-0.0008280332171125337,1884.497140312195,-1.803408295661211
28672,-1161.5451714493333,0.0015044933184981345,1098.7919363021851,-1.836707006767392
30720,-1234.008027534932,0.02633741435711272,1108.560954284668,-1.9439604155719281
32768,-1446.0309347219766,0.0015527482872130349,1533.0056356430055,-2.081390756368637
34816,-1425.1230579465628,-0.001139644881914137,1107.8218183517456,-2.114730955660343
36864,-1375.002242680639,0.005097765328537207,1177.2372213363647,-2.131936566531658
38912,-1389.8770346272736,0.0054822243720991535,1011.6916519165039,-2.126392479240894
40960,-1261.936515892297,0.030328765664307866,587.3032134532929,-2.253667502105236
43008,-1213.788120904006,-0.0024327261744474526,347.65675547122953,-2.305928286164999
45056,-1239.0278003710323,-0.0016125153204484377,357.2724304676056,-2.3225690335035325
47104,-1326.4476946741343,-0.002521164948848309,195.4558307170868,-2.3353861689567568
49152,-1262.5037945378572,-0.0034675752045586704,324.41427221298215,-2.3446639329195023
51200,-1118.8078708954156,-0.002601943034096621,192.97100973129272,-2.365554777532816
53248,-1306.2815998673439,-0.007237877564330119,224.983083152771,-2.377514987438917
55296,-1262.56565862149,-0.002867183255875716,441.46210541725156,-2.3815633915364742
57344,-1139.0345310997218,-0.0032986171609081794,202.48020975589753,-2.3878415010869505
59392,-1214.4298870456055,-0.0039802776620490475,198.32036888599396,-2.400180146843195
61440,-1082.547208424192,-0.0037583539058687167,323.1595669746399,-2.4098168849945067
63488,-1070.6777492346241,-0.004985395005496685,153.89658465385438,-2.4113290816545487
65536,-999.8469931460917,-0.006431994122976903,174.3411050081253,-2.421849200129509
67584,-1087.926000636071,-0.005447165992518421,206.60067396163942,-2.4196130461990832
69632,-1004.681383712031,-0.00185655067616608,106.89938108921051,-2.438488621264696
71680,-970.1620683530113,-0.0034161161282099785,175.07112752199174,-2.468386311084032
73728,-1000.3467912534252,-0.0024603479483630507,155.55437302589417,-2.4625373631715775
75776,-1044.141736270301,-0.004618826173827984,113.90328538417816,-2.482091658562422
77824,-921.5602636802475,-0.004437318917189259,114.99366195201874,-2.506927581131458
79872,-985.9295361770317,-0.0023997927928576246,164.90478854179383,-2.538866447657347
81920,-1135.060328024294,0.0021183888042287436,118.69785733222962,-2.5530830934643745
83968,-897.7843511996791,-0.00189646514118067,230.1211141347885,-2.5685835659503935
86016,-1240.385641213879,-0.0005641215495415964,353.2090620279312,-2.5908265143632887
88064,-939.0228516877629,0.00010202130943071097,210.37777016162872,-2.617668233066797
90112,-925.1461245484883,-0.004062011941277888,365.2096777915955,-2.6252559989690782
92160,-1136.4194604306947,-0.004002057499747025,497.15884737968446,-2.654841560870409
94208,-963.7842504349537,-0.003901700950518716,181.32165120840074,-2.679488679021597
96256,-919.6032356586308,-0.00589351350790821,341.66612062454226,-2.68311281055212
98304,-946.0100685329235,-0.007454264884290751,313.29046461582186,-2.684308424592018
100352,-780.8923846024088,0.0008186398736143019,153.88291182518006,-2.673974879831076
102400,-861.0135165399872,-0.00029334563078009523,169.89660022258758,-2.7027311213314533
104448,-1051.5581796257757,-0.001967285461432766,243.70879402160645,-2.7444695003330706
106496,-777.6785989116877,-0.004859367999597452,142.7217567682266,-2.740125943720341
108544,-891.7898690320551,4.849585675401613e-05,209.14288034439087,-2.7450473718345165
110592,-993.8882904124446,8.220868185162544e-05,143.77674213647842,-2.742355937510729
112640,-771.2657825830393,-0.0034725954072200695,134.5812331199646,-2.7575984746217728
114688,-897.9223679367453,-0.004221157950814814,161.6359160423279,-2.7483312860131264
116736,-812.820666686073,-0.0024973380161100065,89.09473633766174,-2.746657236665487
118784,-755.846828862559,-0.003957180725410581,106.83285615444183,-2.7653563745319842
120832,-767.1657207380282,-0.0018457401398336514,106.003020632267,-2.766611006855965
122880,-870.5619556862163,0.0005511654395377264,87.6455536723137,-2.7725845500826836
124928,-732.326064852532,-0.000930678092117887,113.24775959253311,-2.7704830929636954
126976,-717.9184160823468,-0.002723645739024505,163.00442677736282,-2.784387046098709
129024,-832.8917638027109,0.0006204314311617054,76.57253023386002,-2.8053174003958703
131072,-761.2019996076357,-0.004903903271770105,178.10719666481017,-2.8308284409344195
133120,-696.1581516531762,0.002209549092367524,79.82671386003494,-2.8335275799036026
135168,-785.0982114022597,-0.0023047867631248663,58.01453374624252,-2.828778762370348
137216,-707.1691863666754,-0.0009969949591322803,125.88575043678284,-2.8281088791787625
139264,-615.1229994181078,0.002315401830128394,105.8052851676941,-2.8281548008322717
141312,-816.0109037316404,-0.005448773624084424,90.42937623262405,-2.8218347117304803
143360,-686.0791461487767,0.0003420718145207502,125.69773060083389,-2.8347858846187592
145408,-791.7720893747871,-0.0022094856380135753,105.80873972177505,-2.845380214601755
147456,-773.8458539037034,0.0017484021213022062,78.50630364418029,-2.857802050560713
149504,-627.060898370319,-0.0004131289359065704,213.00486335754394,-2.879434319585562
151552,-635.8028598173172,0.001960583518666681,63.56587250232697,-2.897030141949654
153600,-848.6579313589842,-0.0007537098677858012,131.30914729833603,-2.911437851935625
155648,-421.1849131673633,0.00019717036775546148,123.74583050012589,-2.91187582090497
157696,-776.6621386868879,-0.003726242701668525,165.32792254686356,-2.9310965947806835
159744,-812.9080073174089,-0.0019414574417169206,93.65942392349243,-2.9243701197206975
161792,-575.2456729457481,-0.002876603719778359,180.2041435599327,-2.9411083556711675
163840,-746.6254357633995,-0.0015284215107385535,123.84968284964562,-2.9575818993151186
165888,-861.8025939153973,-0.002436896724975668,119.93821192979813,-2.9566810689866543
167936,-507.3667337469524,-0.004687339188240003,171.4735738992691,-2.9859678246080876
169984,-741.0158776570345,-0.0030348994419910013,126.96603016257286,-2.967733860015869
172032,-733.7566629492794,0.0030469364166492595,108.19531998634338,-2.945901219546795
174080,-637.5841319688654,-0.004642593402240891,97.14183734059334,-2.9302836790680886
176128,-727.5803014116594,-0.003639411488256883,106.71996465325356,-2.954139683395624
178176,-729.6177296053181,-0.004393031560175587,134.4968290269375,-2.9816970020532607
180224,-720.8417932087207,-0.0011541287203726824,218.83994209766388,-2.9817577861249447
182272,-712.467855152121,-0.0038585901507758535,136.6870312809944,-2.9943850353360175
184320,-698.52967459567,-0.0031700990002718754,134.21386682987213,-2.9905575826764106
186368,-486.65752928543077,0.001605495490366593,144.95192782878877,-3.01063998490572
188416,-676.8361301253899,-0.0004812304956431035,64.74665829837322,-3.009003159403801
190464,-486.2118462858023,-0.0021394483861513435,212.58993841409682,-2.9979688420891764
192512,-535.8596438624896,-0.0021700767349102533,140.24952014684678,-3.0663874126970767
194560,-734.3302508432419,-0.00421848423575284,124.9385970711708,-3.0917640164494515
196608,-552.6495080955094,-0.0015621494851075113,165.17850317955018,-3.0792298637330533
198656,-661.9393441516207,-0.0011705408556736074,116.77174734473229,-3.0961615212261675
200704,-700.010923823202,-0.004693788287113421,134.99694966077806,-3.110642821341753
202752,-588.3954712557606,-0.00580661510466598,114.65473634600639,-3.114518120139837
204800,-590.7309529927559,-0.0004184691119007766,86.24222445487976,-3.120629484951496
206848,-699.0657522894733,-0.005692373065539868,101.14842780828477,-3.1005276374518873
208896,-597.0298643521091,-0.0006557087879627943,110.8837503194809,-3.1256368972361086
210944,-663.0123894579708,-0.00016937075852183626,93.29152501225471,-3.1442429214715957
212992,-761.6772974655032,-0.002297426226141397,84.09717436432838,-3.1666862048208713
215040,-557.9977166269207,-0.0020173753844574096,231.94388732910156,-3.169171219319105
217088,-600.3877683718689,-0.001026638553594239,70.3242428034544,-3.1468536771833895
219136,-744.8778905992397,0.00046201315053622237,101.44564201831818,-3.1372932717204094
221184,-621.6881389122166,-0.006628878672199789,80.74074174761772,-3.1402258560061456
223232,-575.4722600777662,-0.0028235247169504873,133.63505479097367,-3.16979695558548
225280,-745.7979134211025,-0.003884363376710098,88.0261166036129,-3.170674927532673
227328,-686.6596765949391,-0.005120749583875294,138.52277827262878,-3.170892132818699
229376,-511.61199995024947,-0.0008268804951512721,28.42519643306732,-3.207924334704876
231424,-703.5497217402619,-0.007427879000897519,104.7011442899704,-3.240927813947201
233472,-586.3661540665023,-0.005727996130008251,162.1952844142914,-3.269716440141201
235520,-594.1801134882833,-0.004295822243147995,59.97056379318237,-3.295368204265833
237568,-670.5031043299911,-0.007249148411210627,156.4541874408722,-3.2822946161031723
239616,-490.5334720064071,-0.0030272507974586915,97.9463574230671,-3.2717098563909532
241664,-750.341132865753,-0.0036119059994234705,251.4244810461998,-3.2896751180291175
243712,-756.9469506110356,-0.0041477378908894025,195.7501520395279,-3.275761090964079
245760,-507.54944151207457,-0.0009649111023463774,139.01025593280792,-3.3052578449249266
247808,-689.5453669514457,-0.004899006277264561,166.00091952085495,-3.3359532810747625
249856,-721.3277874632273,-0.0062406963195826394,174.07420179843902,-3.3530785158276557
251904,-450.7034398878706,-0.0036843399138888344,193.34572479724883,-3.37818096280098
253952,-723.4804963150993,-0.006811858735454734,113.37890296280383,-3.3842847764492037
256000,-808.6373014861019,-0.003848466328054201,96.83010994791985,-3.4049418546259402
258048,-457.53737025409356,-0.006839581827807706,149.75911250114441,-3.403090577572584
260096,-587.2519090408052,-0.005709649078198709,137.7139521420002,-3.421616706252098
262144,-704.3541333551868,-0.0022232813149457797,197.6152178645134,-3.447282026708126
264192,-569.6257424584007,-0.006298156558477786,179.11342324018477,-3.4581590540707112
266240,-617.5734921325405,-0.0038229393074288966,117.92647811770439,-3.4901783861219884
268288,-648.1762035551598,-0.0006095574834034778,158.84959276914597,-3.5065179161727427
270336,-540.7536295232014,-0.005662605754332617,139.94087553024292,-3.514804057776928
272384,-569.3714582793531,-0.004943658348929602,119.86037538647652,-3.489850912243128
274432,-587.2431305623613,-0.006234284178935923,71.91560930013657,-3.4832602858543398
276480,-480.14210962366195,-0.002951623807894066,150.3241412818432,-3.501606921106577
278528,-731.6135166564258,-0.004452893491543364,133.36786448955536,-3.508898475021124
280576,-526.2318115676244,-0.0030708744874573314,101.56280016303063,-3.4800838574767115
282624,-616.7621420272335,-0.0008784277786617167,119.69012585282326,-3.4681939579546452
284672,-601.9137112004682,-0.0027297321925289,118.37968484759331,-3.4990419663488863
286720,-528.0805298836901,-0.0020061555616848635,166.10763602256776,-3.509822014719248
288768,-832.5358766616904,-0.0017904504798934794,149.87991932928563,-3.527880195528269
290816,-608.2974370514567,-0.0034537210478447376,89.77002782821656,-3.5328802824020387
292864,-577.7252359051141,-0.0050818543932109606,140.86846233606337,-3.538756237924099
294912,-569.9164326307131,-0.007556910721905297,173.8179093003273,-3.5282477527856826
296960,-658.8669811025786,-0.0030211118966690263,109.53032690286636,-3.5336159206926823
299008,-439.13231297830936,-3.5744887281907725e-05,154.82430466413498,-3.552792040258646
301056,-549.2830680628773,-0.004081247399153653,48.60577967762947,-3.577178929001093
303104,-654.6765947897541,-0.005248770699836314,75.53713061213493,-3.5785486705601217
305152,-465.16228856316303,-0.006097277523076627,111.67996748685837,-3.615609920024872
307200,-471.66952499883485,0.0037713249781518242,25.012507618963717,-3.6694305390119553
309248,-742.7200251615359,-0.0037635649714502506,128.8626595854759,-3.6663809433579444
311296,-508.06642789680336,-0.00529744088962616,149.8054020166397,-3.665198715776205
313344,-576.9451519443246,-0.005203910618001828,86.90308782458305,-3.6836359307169912
315392,-709.3494330469752,-0.006711071983590955,154.1490571141243,-3.678343667834997
317440,-491.39002788278157,-0.0073093816197797425,106.8260216474533,-3.6838290952146053
319488,-576.3968072962947,-0.004660797092219582,35.14961841255426,-3.7090144380927086
321536,-663.5933525483299,-0.006304510436893907,118.03352901935577,-3.689737844467163
323584,-433.9742955089896,-0.002526181362918578,162.52542711496352,-3.6776048712432385
325632,-596.0250029605289,-0.010438617726322263,51.46342955827713,-3.692634906619787
327680,-593.6027497020841,-0.0017905247674207202,162.97801531553267,-3.686944080889225
329728,-397.3706269720336,0.002486040740768658,91.99985997676849,-3.704884971678257
331776,-571.1433493005461,-0.0014145474589895457,47.10415591597557,-3.715734922140837
333824,-548.8675300541275,-0.002959494962124154,213.91275792121888,-3.7408747293055056
335872,-442.3707399282721,-0.0050164776490419175,151.07395684719086,-3.7426145784556866
337920,-602.6738328654959,-0.0044470939865277614,86.87313017249107,-3.7657349459826945
339968,-653.9985006369913,-0.004526537677156739,282.9114179611206,-3.7707270853221417
342016,-405.1237145467661,-0.005167046157293953,91.87531377673149,-3.7357159554958344
344064,-519.4410172488745,0.0052271555890911255,29.68495737016201,-3.7653199061751366
346112,-600.6523320095672,-0.004843450436601416,136.68199005126954,-3.7944593608379362
348160,-413.73002905759057,-0.003494309559027897,97.40120444893837,-3.813066390901804
350208,-579.9541386321391,-0.003627650334965438,89.34660789370537,-3.8506089873611926
352256,-481.60288672090974,-0.0038893295801244675,131.6565963745117,-3.868347304314375
354304,-658.1750668372697,-0.0015405152902530973,109.97928147315979,-3.8948635160923004
356352,-700.3703774506226,-0.002522120130015537,138.20251017808914,-3.9148556873202325
358400,-612.545526184811,-0.0027158852099091746,272.6117395758629,-3.910734859108925
360448,-474.35083926109945,-0.0038370320013200398,275.29382838010787,-3.902585334330797
362496,-698.4440900666232,-0.003985437455412466,192.3277109980583,-3.912700957804918
364544,-488.9277897246764,0.000180635441938648,59.589741957187655,-3.913069912791252
366592,-505.58847018103114,-0.005452065746067092,121.34439318776131,-3.885050328820944
368640,-490.2664246752887,-0.004157711079460569,102.86947373747826,-3.9223321422934534
