step,mean_return,policy_loss,value_loss,entropy_loss,cpc_loss,infonce_loss,supcon_loss,aux_dyn_loss
2048,-1295.7366973921658,-0.0024842363796778954,9079.164779663086,-1.4187585856765508,23.428478240966797,4.13463830947876,4.032315254211426,15.26152515411377
4096,-1431.285774653405,-0.0032719052192987873,10995.847874450683,-1.416507253050804,19.030181884765625,4.122203350067139,4.053483486175537,10.85449504852295
6144,-1306.7445654282346,-0.00063114987933659,9369.283912658691,-1.4077608477324248,16.049306869506836,4.0581955909729,4.051330089569092,7.9397807121276855
8192,-1443.4678511023521,-0.0004768986189446878,10489.867446899414,-1.3936834078282119,14.500361442565918,4.065633773803711,4.039788246154785,6.394939422607422
10240,-1263.6936458051205,-0.0009012093651108444,8305.361965942382,-1.391270698234439,10.425919532775879,3.8898403644561768,4.049737930297852,2.4863412380218506
12288,-1216.250557364896,-3.948008670704439e-05,7282.375305175781,-1.4007648453116417,10.59656810760498,3.917454957962036,4.04817533493042,2.6309375762939453
14336,-1213.4530223349109,-0.0017096575465984643,6636.05440826416,-1.402731966227293,10.209854125976562,3.718956708908081,4.047588348388672,2.4433085918426514
16384,-1173.6818607401103,-0.004262212535832077,5877.032991790771,-1.3968310799449681,9.89129638671875,3.6874465942382812,4.065218448638916,2.138631820678711
18432,-1368.8040984991937,0.000128198027232429,7661.082955932618,-1.3988725800067185,8.720609664916992,3.759585380554199,4.029628276824951,0.9313955903053284
20480,-1340.4446770336945,-0.001758732607413549,7219.97566986084,-1.4027648955583571,8.882867813110352,3.706528902053833,4.047380447387695,1.1289585828781128
22528,-1145.5334430780727,-0.0014448739035287871,5236.676331329346,-1.391401234641671,8.903617858886719,3.5971062183380127,4.020082473754883,1.2864294052124023
24576,-1352.4937222453766,-0.003507719353365246,6664.170993041992,-1.3859949681907893,8.888994216918945,3.7625033855438232,4.040871620178223,1.0856186151504517
26624,-1259.2175277635456,-0.002144035047967918,5483.191539001465,-1.3900468338280916,8.613138198852539,3.8004753589630127,3.996513843536377,0.8161484599113464
28672,-1334.7751079201698,-0.001667529313999694,5801.0475402832035,-1.3923820357769727,8.406778335571289,3.6841418743133545,4.021078586578369,0.7015584111213684
30720,-1328.9907916259021,-0.00017048504523700103,5673.261358642578,-1.3927908662706614,8.104534149169922,3.6976511478424072,3.9535434246063232,0.45333924889564514
32768,-1262.2640196025372,-0.002452459193591494,4396.81714477539,-1.3704327374696732,8.381394386291504,3.747166395187378,4.020207405090332,0.6140205264091492
34816,-1106.7160694173538,-0.0009741510344611015,3263.0344371795654,-1.3562709514051676,8.492871284484863,3.6565444469451904,4.035059452056885,0.8012674450874329
36864,-1206.9148998157586,-0.00320137426169822,3775.183164215088,-1.3676430251449347,8.390815734863281,3.5772950649261475,4.045112133026123,0.7684090733528137
38912,-1157.593285267055,-0.0013024019237491303,3224.9827323913573,-1.3727699674665927,8.410114288330078,3.5637807846069336,4.096904277801514,0.7494292855262756
40960,-1137.5640968589112,-0.003103811513574328,3170.0868713378904,-1.377330244705081,8.072271347045898,3.6194345951080322,3.943969249725342,0.5088675618171692
43008,-1528.083768928051,-0.0021520151596632784,5776.542156982422,-1.3823995243757963,8.402412414550781,3.8104350566864014,4.00010871887207,0.591867983341217
45056,-1322.943300485611,-0.00043780488631455227,4052.639070892334,-1.375001136958599,7.9932379722595215,3.700704574584961,4.015949249267578,0.2765839397907257
47104,-1267.5393209159374,-0.0019510831400111784,3081.2853038787844,-1.366358556225896,8.07477855682373,3.766223192214966,4.00763463973999,0.30092039704322815
49152,-1180.2163827534764,-0.0017014730066875928,2382.081832885742,-1.3645252481102943,8.1900053024292,3.7513608932495117,4.050281524658203,0.38836243748664856
51200,-1114.4089836223284,-0.0016090816745418124,2139.21986618042,-1.3623244985938072,8.226216316223145,3.6206817626953125,3.9387972354888916,0.6667377352714539
53248,-1252.141453653574,-0.003248937513853889,2476.636304473877,-1.3473423432558775,7.851187229156494,3.536184072494507,3.886913776397705,0.42808958888053894
55296,-1071.5146123901009,-0.0009575674819643609,2050.593651199341,-1.3317858465015888,7.972679615020752,3.538092613220215,4.021078586578369,0.41350820660591125
57344,-1223.7071458593011,-0.004350496586994268,1912.785013961792,-1.3289333041757345,8.113903999328613,3.6151809692382812,3.9789981842041016,0.5197246670722961
59392,-1199.2382691770792,-0.001324474906141404,1492.9246408462525,-1.3296043217182159,7.864957332611084,3.61334490776062,3.841005802154541,0.4106067419052124
61440,-1151.1252233669438,-0.0023296657687751575,1531.298084640503,-1.3273091498762368,8.484010696411133,3.62577748298645,3.9773426055908203,0.8808903694152832
63488,-1085.3604648478329,-0.0022424724214943127,1549.864850616455,-1.3233222480863334,7.686685562133789,3.4703171253204346,3.8335161209106445,0.3828525245189667
65536,-1082.0658916831017,-0.001802536995819537,935.1293716430664,-1.3151576191186904,7.862460613250732,3.5288124084472656,3.954577684402466,0.37907084822654724
67584,-1066.9620447393506,-0.0038693570415489374,1227.4583612442016,-1.3065118309110404,7.6229729652404785,3.4360077381134033,3.861591339111328,0.32537391781806946
69632,-1105.7859160830267,-0.00283095637569204,796.1258494377137,-1.307916784659028,7.890304088592529,3.5217392444610596,4.0023674964904785,0.36619725823402405
71680,-1234.8932555574925,-0.001159043596999254,1042.011315727234,-1.3079661671072245,8.090094566345215,3.733912467956543,3.952573299407959,0.40360841155052185
73728,-1136.729127792269,-0.003078122265287675,1181.7708297729491,-1.3038338016718627,7.7149763107299805,3.4355623722076416,3.935276508331299,0.3441373407840729
